first_name,last_name,location,AcctNo,Balance,PIN
Faustina,Wylie,Charleston,2622591556,19646.96,1532
Terence,Magenny,Paradise,5024212432,7193.63,7253
Margit,Pankettman,Swenson,1630825137,9035.56,9771
Tobi,Auden,Flamingo,6975203122,11601.27,4714
Fernandina,Cowderay,Paradise,1314242772,5402.07,4924
Scotti,Slinn,Paradise,1092986250,14930.52,5056
Cornelia,McCrae,Blue Diamond,9696991425,8962.47,9752
Normy,Kiezler,Desert Inn,4361348724,10057.56,2151
Chantal,Raggatt,Warm Springs,2890189720,5473.3,6167
Leone,Billborough,Tropicana,6262909289,6759.05,6653
Layne,Egleton,Desert Inn,2939541048,13582.15,3253
Adeline,Simmell,Desert Inn,9434604483,16559.22,4737
Orran,Misken,Charleston,3923234937,4545.29,6397
Carling,Esplin,Spring Mountain,6541314189,8897.09,7694
Pedro,Roderham,Blue Diamond,8065537318,15686.13,1408
Ezri,Leyre,Durango,6745744700,16321.82,5911
Lyndsie,Ghiotto,Spring Mountain,1242417535,7701.69,8986
Yvonne,Orth,Decatur,8662639815,8857.62,4627
Johnette,Mac Giany,Tropicana,2902211127,10854.12,5556
Peri,Barwood,Paradise,2455419283,9027.47,7923
Gavrielle,Cudmore,Spring Mountain,6146282547,4367.78,5667
Martelle,Taggart,Maryland,3034548522,7814.91,6186
Brittni,Candy,Spring Mountain,6745226833,1849.83,5705
Nevsa,Kelk,Fort Apache,5130814659,12651.97,3710
Arty,Simonaitis,Spring Mountain,5568561475,16808.48,8188
Elsworth,Bailes,Charleston,9633356237,5650.72,6716
Verney,Tinghill,Decatur,4838841219,10294.19,1858
Gertrude,Edser,Blue Diamond,1284869576,5287.68,7768
Doyle,Riteley,Swenson,7766832163,7288.23,9903
Gretal,Pezey,Decatur,3014472564,6829.72,9417
Hastie,Calafate,Spring Mountain,4297891933,3559.31,7944
Hyacinthe,Oxenbury,Swenson,8705627011,19192.49,6149
Cirillo,Gregersen,Las Vegas,2811739085,6765.23,1889
Chloris,Iiannoni,Flamingo,2231225538,2901.16,8557
Antone,Blennerhassett,Tropicana,3018052558,3916.33,8840
Taite,Heintz,Durango,4818535868,1502.85,5692
Thaddus,Goodisson,Blue Diamond,9478270481,4340.62,6776
Guilbert,Collimore,Swenson,5928674764,10654.81,4515
Clementius,Tolcharde,Paradise,5441048172,14144.21,9073
Orv,Charlewood,Rainbow,1092953966,3935.15,4707
Rheba,Trimnell,Blue Diamond,4243078720,6995.45,7911
Kiah,Kira,Flamingo,5361408788,14825.8,2871
Rodolphe,Kondratenya,Blue Diamond,7988989510,9755.36,2686
Minette,Chieze,Fort Apache,2266175235,17204.28,8309
Raddie,Placstone,Tropicana,1983261962,2080.51,1411
Beatriz,Deftie,Maryland,5375609369,10185.48,7710
Berte,McCudden,Paradise,7557402325,17225.54,9531
Hewitt,Sadd,Durango,7322661964,9957.35,2029
Berrie,Holdforth,Swenson,5501705510,13045.93,6084
Franklyn,Paulino,Desert Inn,1530151425,1561,5437
Salome,Dainter,Spring Mountain,8586738811,9513.98,7864
Gwyneth,Greener,Flamingo,3537465777,14289.19,3905
Mireielle,Huxley,Tropicana,7566668416,6365.7,7767
Wolf,Spaduzza,Las Vegas,3178101880,14683.09,3298
Corliss,Vallentine,Spring Mountain,2357580278,10483.34,4472
Eddy,Pavinese,Tropicana,8401769439,6491.41,2540
Adele,Van de Vlies,Las Vegas,2094756446,16414.56,6369
Eachelle,Baud,Blue Diamond,2572874150,11224.07,2363
Darda,Neising,Swenson,4943421346,3616.93,8581
Valaree,Jeary,Paradise,6208469060,17967.96,9130
Barry,Keates,Flamingo,8378415285,4932.54,6020
Tandi,Glover,Flamingo,6018275912,4201.48,9472
Maudie,Ivchenko,Maryland,3797087248,2019.94,6527
Lulita,Jovicic,Tropicana,9580222705,14039.6,9707
Jeffy,Damant,Durango,3109430965,12247.26,9300
Aldus,Brickham,Spring Mountain,4299836263,6768.52,5792
Norine,Gawthrop,Desert Inn,2373224319,17085.42,4277
Renata,Maine,Paradise,4386483113,11796.05,9387
Jorgan,Shetliff,Paradise,8193615190,3049.55,8012
Caprice,Margach,Paradise,3526667929,12548.85,3757
Krishnah,Nelmes,Flamingo,9737551229,7203.4,8791
Myrle,Hyndley,Spring Mountain,4575681256,17380.28,1548
Sonny,Bayless,Blue Diamond,2497277138,1638.46,4154
Gallagher,Whardley,Charleston,9546404087,11871.29,9036
Llywellyn,Plaxton,Rainbow,8959638850,9560.48,6557
Cassi,Secombe,Swenson,1590123844,5864.05,5476
Calv,Steptow,Durango,6996896333,12947.51,8226
Lay,Durran,Swenson,7458969076,12352.54,7170
Sadella,Speere,Rainbow,9439582555,17582.71,3463
Francene,Jaggli,Desert Inn,7719276409,19780.75,8097
Shauna,Muglestone,Warm Springs,5663307959,3099.77,7634
Louisette,Paddle,Desert Inn,3665157519,17372.27,8486
Bette-ann,Cornier,Swenson,7548529784,13213.45,4383
Niels,Darque,Fort Apache,1968681866,13902.28,4671
Warde,Godfrey,Las Vegas,4826660880,6633.49,4831
Tabbie,Paddingdon,Paradise,3275931307,13844.43,9490
Noland,Waterworth,Warm Springs,4432820958,14631.98,7450
Orson,Rahlof,Las Vegas,9532752913,11082.32,1027
Shalna,Seefus,Swenson,7918519977,10497.39,1656
Yettie,Alten,Flamingo,9274564287,4244.11,1111
Bryanty,Giorgielli,Durango,4687953593,5699.29,5417
Gallagher,Oselton,Durango,1394762583,11009.94,9155
Mata,Allbrook,Decatur,7993629927,16468.74,4796
Brandie,Bonallack,Las Vegas,1365423464,5915.53,7015
Ainslie,Perel,Charleston,7669085154,18780.12,7606
Savina,Korn,Swenson,2205968409,2690.46,1341
Daile,Pursehouse,Swenson,3387332864,11843.71,5852
Henrieta,Cutts,Desert Inn,4310558698,10710.9,4234
Mac,Cobbled,Durango,1404997427,5393.14,7314
Jerrold,Corwood,Maryland,6772257344,5371.77,6679
Donall,Hayworth,Paradise,7878630458,6352.55,3958
Guido,Savatier,Desert Inn,9672398256,9229.72,9109
Jeannette,MacGinley,Decatur,2051650772,15762.26,4135
Rayner,Rangeley,Warm Springs,9263802163,18274.37,7267
Kimberli,Francke,Charleston,2204606777,9095.94,4341
Andie,Langsbury,Maryland,1256272979,6425.69,3930
Miof mela,Greenhaugh,Tropicana,9265719389,9250.76,9824
Lyn,Purvis,Durango,3902988774,8348.08,9060
Aaren,Ruddiforth,Blue Diamond,3355580821,12074.24,8763
Goran,Spataro,Paradise,3330759155,19812.46,8233
Markos,Prangley,Maryland,7738844945,18818.89,9148
Flori,Killelay,Charleston,7180265372,10669.38,7153
Jacques,Brierley,Paradise,9818843841,18765.23,5027
Merv,Baldock,Rainbow,2064108630,1663.46,4247
Teddy,Simeoni,Fort Apache,7217502521,9281.37,8227
Edythe,Brownsell,Durango,9297158426,1478.3,5284
Steffane,Meaker,Flamingo,5510131936,14457.91,6675
Wolf,De la croix,Blue Diamond,3448155506,7634.89,4029
Katharyn,McIlwraith,Fort Apache,4554203606,10840.96,4624
Godfry,Silbert,Tropicana,5615919803,9534.45,6774
Merola,Trytsman,Las Vegas,2804320942,16732.47,7811
Thaddus,Howerd,Swenson,1827070872,6829.08,4655
Irita,Landells,Spring Mountain,3925794781,6416.22,6433
Joey,Wheble,Rainbow,9424097470,17809.52,7147
Karney,Troubridge,Tropicana,4049065103,16181.49,7728
Paula,Matasov,Las Vegas,9926439556,16122.17,9760
Patricia,Armitage,Spring Mountain,7718592847,3576.48,2603
Julina,Bottelstone,Durango,8583298130,14823.05,4284
Stephenie,Shipway,Las Vegas,7359664285,14895.13,5469
Winston,Wolsey,Fort Apache,2510316178,7660.39,8749
Nelia,Dumbreck,Las Vegas,6141534352,8163.03,4174
Tierney,Astley,Maryland,7296426230,4256.22,7115
Jonas,Tredger,Decatur,4472514413,1887.05,3086
Yoshiko,Maunders,Rainbow,7692979575,7811.92,2481
Nessy,Kinder,Fort Apache,8255569969,4668.62,8711
Gerty,Amaya,Durango,2675782573,12451.76,7036
Ikey,Summerlie,Paradise,3621681779,5790.47,8300
Obadiah,Ladbrook,Swenson,9204912431,1767.02,7321
Mathilde,Bullan,Swenson,3769661830,16500.77,1023
Beret,Leindecker,Warm Springs,8517145648,2643.27,3567
Alphonse,Arro,Fort Apache,5847656571,14633.84,7360
Carver,Pollett,Decatur,9300490247,14182.36,4904
Gayle,Killick,Swenson,7859267443,14678.5,5998
Allegra,Fitzroy,Warm Springs,4992484783,17438.93,9749
Noble,Sweating,Durango,7059074658,4915.58,5783
Sissie,Selvester,Charleston,3305224747,6485.97,8769
Arlene,De Dei,Decatur,5455103252,8924.25,8802
Shae,Jeckell,Blue Diamond,3317894573,16879.84,1096
Ely,Titterton,Rainbow,8906192961,8016.66,2486
Xylia,Dalyiel,Tropicana,4079482800,11291.79,5901
Nancey,Ownsworth,Flamingo,1059591672,5569.36,5452
Dorian,Bromage,Spring Mountain,1428358860,1271.88,8098
Addia,Kinchington,Fort Apache,2355378033,5227.08,1754
Warden,Di Angelo,Tropicana,5624365561,15257.19,3059
Morgan,Wreford,Rainbow,5940292303,5975.31,1121
Henri,Perello,Spring Mountain,6564458382,14103.93,3023
Marci,Roskilly,Tropicana,1077149314,12138.39,9466
Carol,Holburn,Desert Inn,5055131278,19998.05,4931
Bartholomeus,Robuchon,Decatur,6592941566,16537.93,5973
Konrad,Moncrieffe,Durango,6053632238,16072.61,9098
Gwenora,Hammel,Fort Apache,9860162365,15512.43,3209
Yves,Alexandrescu,Rainbow,9956786725,1614.51,4131
Daron,Verdun,Charleston,1585463195,8571.34,6808
Nara,Steptowe,Paradise,9638684031,8239.76,7211
Babita,Newband,Fort Apache,5838047472,11317.55,6618
Araldo,Allsobrook,Blue Diamond,3317115454,6900.42,5288
Jereme,Simkovitz,Spring Mountain,5093109938,2444.02,2482
Alix,Ferrey,Warm Springs,1357087317,19805.65,9157
Blinni,Bennit,Desert Inn,5728231752,3817.24,5027
Jolene,Digan,Warm Springs,1825657070,2138.2,3267
Merna,Tedridge,Paradise,4658635039,18839.94,4468
Kiley,Boulter,Decatur,6829780919,2514.29,7576
Arvy,Ondricek,Rainbow,9095326370,13167.78,1876
Wallis,Reuter,Decatur,3817423978,18028.3,5124
Eben,Van Halen,Blue Diamond,9524581827,12088.28,6338
Marty,Coultous,Maryland,3757523549,2614.64,9252
Lucho,Vasler,Fort Apache,4324952858,14517.06,8902
Christi,Legges,Tropicana,1654480131,1394.23,9917
Karina,Bilyard,Paradise,4701449701,17042.08,8608
Nisse,Kybird,Maryland,2225362861,5245.72,4444
Lindsy,Gerrish,Desert Inn,4070525952,7917.6,2044
Silvanus,Doogan,Fort Apache,5993733895,1342.49,8127
Esme,Nezey,Durango,1580361337,10948.82,4658
Kevyn,Caughan,Maryland,2820374235,6784.97,2449
Simone,Gruczka,Spring Mountain,9934265769,2443.11,8700
Elliot,Laneham,Maryland,9526236734,16415.11,7037
Siward,Amberson,Durango,5785258698,6756.49,1080
Annadiane,Redan,Maryland,5345643817,18498.18,4720
Iorgo,Maddern,Tropicana,7567128976,15665.44,9669
Hamel,Dungey,Flamingo,8939713192,16461.63,9961
Winonah,Heindle,Warm Springs,2955354831,9321.38,6315
Finley,Redhead,Swenson,5827605926,6842.75,6323
Reinwald,Bouchard,Swenson,3246136521,18517.5,9977
Anett,Philpots,Warm Springs,3375733210,6023.9,7450
Orson,Cornewell,Maryland,7641933170,10665.18,5189
Georgeta,Ellams,Spring Mountain,7643100403,19714.88,9761
Liane,Don,Rainbow,4585932113,6871.06,2622
Loraine,Gilbey,Durango,2520443512,3146.44,1191
Isador,Berthelet,Swenson,8644230765,18926.74,6584
Phyllida,Bartaletti,Rainbow,5922795456,12452.75,6060
Theadora,Munkley,Rainbow,5288812456,14334.45,4535
Wyn,Croix,Fort Apache,8002643919,3621.8,5838
Clementia,Tayler,Durango,9532758485,1302.65,4282
Lorilyn,Shooter,Blue Diamond,5399288919,2243.24,2281
Lydia,Dodle,Tropicana,6148043409,3711.36,9674
Issy,Petley,Paradise,9781172469,10466.6,7172
Sofie,Januszkiewicz,Warm Springs,9506177966,9124.47,2901
Chip,Onthank,Swenson,5265703449,16385.51,8447
Drucie,St. Pierre,Rainbow,8467931756,2962.1,8498
Tobiah,Dargavel,Durango,5118989021,18250.69,7313
Kimberli,Audrey,Blue Diamond,9190202429,6165.63,3120
Natalya,Spiby,Fort Apache,3981661504,7929.33,9984
Mile,Van Ross,Swenson,1887052884,9315.16,1236
Beryle,Bernaldo,Flamingo,6547563363,2934.46,9225
Darrelle,Pettitt,Swenson,3718803310,7854.93,8433
Valli,Macieiczyk,Flamingo,5412464745,10799.03,6467
Nedi,Tirrey,Rainbow,4689746188,7168.37,3276
Monroe,Johnston,Desert Inn,2287331590,15359.15,4255
Dagny,Servis,Desert Inn,6385817583,4821.44,2778
Harmon,Neljes,Swenson,8662120435,5426.52,6617
Mallorie,Hargroves,Flamingo,7237094336,3107.39,1036
Betteanne,Volante,Las Vegas,1002093826,6263.28,8574
Berta,Sharrard,Maryland,8500348204,7369.71,4554
Collin,Marusyak,Durango,7404785349,14066.86,6771
Cristie,Dodshun,Swenson,9831896739,19045.04,3129
Heidi,Capehorn,Las Vegas,9786268545,10671.34,4904
Natalie,Maud,Fort Apache,4795533364,17491.79,4165
Callie,Learmount,Warm Springs,2577513026,15830.88,9885
Brooke,Stenyng,Durango,9034222082,19244.42,1900
Napoleon,Ludford,Spring Mountain,1537175385,4791.64,5679
Roxane,Withringten,Spring Mountain,6020973483,1707.21,1780
Revkah,Seagrove,Maryland,6364121214,4972.31,8844
Rayner,Wick,Blue Diamond,7226662407,18780.41,4697
Ulberto,Mercer,Fort Apache,6296450795,13214.1,5959
Marsha,Noteyoung,Warm Springs,6833009574,10241.05,9849
Isahella,Redmore,Swenson,4023916516,10993.43,4925
Gayle,Scarborough,Charleston,7008558853,17852.02,5759
Addi,Ludwell,Paradise,8832078829,13417.22,3008
Shirleen,Goose,Durango,4739269570,15131.62,8759
Alfie,Stebbings,Desert Inn,8159841643,8857.38,6083
Nathalia,Gobourn,Spring Mountain,5858859508,6915.49,3693
Tarrah,Kellington,Swenson,3476322375,6928.04,3397
Hyatt,Coghill,Decatur,1526634185,13017.29,8009
Charmaine,Spehr,Flamingo,7411423628,18534.53,9373
Kaycee,Antonich,Durango,4771146156,18330.75,5691
Bryan,Bloxsome,Charleston,9406531350,18196.65,3301
Chrysa,Mainland,Fort Apache,4886755425,13263.81,7340
Nelia,Watchorn,Tropicana,6253754448,9499.3,4869
Amalee,Waistell,Desert Inn,6647686198,10423.54,2083
Tiffanie,Bortolutti,Decatur,9188834569,14387.64,4752
Cherilynn,Tainton,Fort Apache,9103561790,13630.72,5447
Pansie,M'Quharge,Flamingo,8743685340,9918.15,2897
Jobi,Mallaby,Fort Apache,4259118358,17330.99,9096
Aurea,Stribling,Warm Springs,8081097769,18567.08,1165
Linea,Noor,Charleston,1633073659,12019.14,8011
Rycca,Huxham,Charleston,6069222735,15247.09,5793
Darnall,Hassett,Flamingo,1386555807,12681.29,4339
Hale,Cristofanini,Fort Apache,2618799917,19496.31,2157
Catrina,Coxhead,Swenson,2144943608,13638.31,3221
Chen,O'Hanley,Charleston,6403595789,1131.48,3863
Jessey,Waight,Blue Diamond,1935826115,2303.68,9774
Cornell,Sivior,Paradise,4133873779,15632.49,7905
Conrade,Trewett,Paradise,3231377951,16061.57,2227
Chaim,McCue,Decatur,4193849168,13307.82,3192
Ingamar,Konrad,Las Vegas,7777484055,14552.49,9589
Ario,Stonbridge,Durango,8007224834,5575.08,3819
Baxter,Astley,Charleston,8025369797,4949.89,8496
Ferd,Brassington,Warm Springs,8521801923,6930.59,2757
Rafe,Maddocks,Charleston,9277666412,1501.72,1409
Romain,Mogridge,Tropicana,9953298916,4064.85,9907
Dyanne,Pele,Spring Mountain,4417689160,4746.72,3969
Pam,Berndt,Spring Mountain,6844720229,17940.98,7540
Marnie,Imore,Fort Apache,5452456983,11000.85,2684
Curcio,Ceeley,Fort Apache,2471242832,9644.18,1376
Ogden,Mulbry,Flamingo,3019402188,6043.29,7120
Boonie,Oldcroft,Flamingo,5036545946,13312.85,8458
Fan,Dormon,Decatur,7411798341,18276.55,8127
Corinna,Barbisch,Spring Mountain,9331071726,8537.91,2766
Cherise,Sapp,Rainbow,5830589479,15408.18,5452
Abraham,MacCaghan,Durango,8913333188,18629.13,9733
Nanice,Rymer,Durango,2508502044,19406.64,2372
Vannie,Yeskin,Maryland,6933139339,5424.66,7958
Kimberli,Schubart,Blue Diamond,2369862959,10928.55,4447
Lavena,Blasetti,Flamingo,4787459556,15491.96,2108
Estel,Dumbar,Fort Apache,3712307818,11023.11,6837
Christel,Haskett,Blue Diamond,9159693764,3888.01,5077
Vanny,Hein,Paradise,5417197839,8441.09,6782
Olag,Powlett,Spring Mountain,4758889066,4103.81,3560
Allx,Tunstall,Tropicana,1605808998,1454.83,6012
Goldina,Wile,Fort Apache,7076578192,13680.36,4808
Ramsey,Coverdill,Desert Inn,7796129749,19887.4,8267
Hayes,Balshen,Swenson,4051761048,13191.47,2774
Nappy,Kloser,Las Vegas,5234660857,8483.36,7621
Kali,Gatus,Flamingo,2046041299,11732.78,8637
Talyah,Linzee,Rainbow,9047963641,18115.73,1959
Virginia,Oglethorpe,Flamingo,4538489075,12536.04,9513
Hendrick,McGirr,Desert Inn,3172831627,12927.22,8277
Leopold,Kitteridge,Rainbow,1591577429,1627.7,6596
Rosalyn,Brodbin,Tropicana,3979321581,4246.88,3048
Khalil,Witul,Charleston,6922870201,17681.67,8988
Bastian,Hehl,Flamingo,1211864537,19098.19,8383
Cher,Eliyahu,Maryland,6867297138,7069.76,8560
Wallace,Gamett,Spring Mountain,6482151062,8232.78,5575
Paulie,Shadbolt,Spring Mountain,4288275301,2073.55,8903
Maddalena,Chopping,Flamingo,6842520447,10931.73,9043
Niel,Gaudon,Paradise,5012239743,11018.85,4567
Linzy,Hammant,Tropicana,3356553088,12021.44,6323
Ardyth,Heinz,Charleston,5406213671,15657.97,1068
Lars,Sowood,Flamingo,5686248838,11484.27,6602
Shandie,Gapper,Swenson,4506079240,4133.12,3658
Germaine,Bagby,Maryland,2370314156,19811.92,3598
Kirstin,Pollock,Charleston,9076406996,4476.91,4123
Hernando,Reichelt,Blue Diamond,3003606738,11674.09,1363
Audi,Sinncock,Flamingo,1895310088,9262.17,2062
Elisa,Fozard,Paradise,9168863521,2672.27,2191
Daron,Bethune,Durango,2556877360,6066.24,3559
Nananne,Eagell,Warm Springs,6547457189,19539.18,7372
Baxy,Leebeter,Rainbow,5505380017,6672.38,5967
Rustie,Trewartha,Fort Apache,7469857440,15674.41,5415
Moses,Rosso,Decatur,6342675763,2918.67,9997
Jarrid,Dooney,Durango,4028528852,10927.35,8051
Annecorinne,Street,Decatur,4998693158,10474.28,7335
Joycelin,Kobpal,Rainbow,8140061308,12119,7563
Borg,Toone,Blue Diamond,1640253530,5434.94,4351
Beth,Domaschke,Spring Mountain,5897362748,7605.31,9125
Dietrich,Charlet,Fort Apache,2779516791,11772.09,6377
Lennard,Lamasna,Warm Springs,3015838398,15385.59,9477
Benjamin,Paxforde,Spring Mountain,4386893040,13760.31,2208
Geordie,O'Corhane,Durango,4500602834,8301.26,6538
Mayor,Dyton,Decatur,3775271401,19076.48,3290
Friedrich,Schermick,Spring Mountain,3648401808,11243.65,7647
Kayley,Whyard,Rainbow,3196999223,18027.61,6052
Myrle,Giovannazzi,Swenson,9818572859,17098.24,1539
Patrica,Deuss,Spring Mountain,8459440549,8101.13,9082
Ebenezer,Semon,Desert Inn,4588667609,7646.84,8973
Izaak,Farrand,Tropicana,7824640156,10860.62,4450
Woody,Nimmo,Maryland,4860889708,18493.42,1909
Krystal,Irnis,Flamingo,1773411459,3639.5,7972
Brinna,O'Codihie,Tropicana,4262870768,14544.15,3535
Connor,Hub,Rainbow,1335688960,19865.17,6226
Hope,Kettles,Durango,7980277554,6983.56,1242
Lane,Ordemann,Charleston,8032492425,9865.47,7937
Jenni,Fullagar,Desert Inn,3794981291,13761.13,9247
Kitty,Iwanowski,Tropicana,9839393912,6638.73,9753
Burton,Sottell,Paradise,3531184929,11093.16,5982
Marline,Pevie,Paradise,3193524956,13214.11,9060
Hamish,Poge,Spring Mountain,3939281014,8901.94,4148
Hannah,Odhams,Maryland,2480696521,1573.39,3784
Alley,Zettoi,Swenson,6602970851,6702.47,5737
Kirsti,Jellett,Blue Diamond,9743101430,8227.76,3054
Peg,Crosskell,Swenson,3940327225,9174.18,9450
Zeke,Veevers,Desert Inn,4067924054,9043.41,4791
Melisenda,Checchetelli,Paradise,2210405945,17985.76,1370
Catlin,Polycote,Las Vegas,8963075482,19940.97,2188
Torin,Crickmer,Blue Diamond,3256274447,5773.17,9664
Germayne,Leaver,Tropicana,1586672427,6041.6,4082
Silva,Tanton,Desert Inn,2762990969,19289.13,2660
Andras,Gillani,Rainbow,9857276811,14534.1,7342
Jorie,Eliez,Paradise,9179394113,19953.91,8455
Smitty,MacLucais,Tropicana,9306471686,7876.43,6032
Merralee,Minors,Durango,2943305806,19810.46,9648
Pennie,Cufley,Tropicana,8915251615,14989.37,7076
Lula,Padson,Flamingo,9194123508,5718.93,5475
Agnola,Sawkin,Fort Apache,5850879983,15086.69,1376
Gunilla,Bonnor,Durango,1038030925,19711.56,2013
Carla,Spadeck,Flamingo,6049324479,9712.56,8117
Brandtr,Keeri,Warm Springs,8690302596,7904.22,8467
Monty,Wyleman,Charleston,1208795007,11123,3545
Quintus,Rushby,Decatur,8398458540,6881.11,9710
Doralynne,Alpe,Fort Apache,8157343716,19044.52,9481
Anders,Reboul,Desert Inn,4778197562,11440.41,8397
Pippa,O'Hagirtie,Swenson,6095866347,18600.98,2720
Bo,Pinckney,Durango,8767378213,9888.98,3623
Jeniffer,Loudiane,Fort Apache,1039918874,9890.67,1404
Derick,Piddlehinton,Blue Diamond,7328889740,11129.97,2920
Arch,Audas,Spring Mountain,7229777947,7618.57,4722
Cherye,Pryer,Las Vegas,1952770738,12159.85,3657
Stephenie,Proudman,Rainbow,7206450640,7434.85,5892
Genevieve,Haugeh,Durango,7027757009,5348.13,2700
Charlena,Blance,Flamingo,9189364075,7209.62,7830
Normand,Sullens,Durango,6302455235,9373.6,7256
Sonnnie,McClaurie,Fort Apache,4996249744,17386.92,1962
Kevin,Brierton,Flamingo,6246094118,3536.92,9968
Alleen,Risdale,Spring Mountain,5547396891,18861.91,5619
Sianna,Jory,Desert Inn,4384880395,1072.77,8236
Morly,Simonutti,Charleston,2898815829,9008.88,9372
Leticia,Costelloe,Maryland,7801062778,5571.62,4115
Webster,Parkman,Blue Diamond,8001480708,10362.22,5050
Kleon,Willshee,Desert Inn,1426936926,9201.66,2378
Desirae,Sellors,Charleston,7494448731,13884.53,2962
Jo ann,Carvilla,Flamingo,1039734488,19343.98,8056
Susy,Sercombe,Maryland,9932020781,13449.43,3695
Benedict,Etter,Paradise,5891009813,4729.86,5370
Joyan,Alibone,Decatur,9298643472,7754.36,1757
Gilberto,Mebs,Swenson,4874306225,17130.92,5104
Kali,Scriver,Charleston,7684359246,2012.54,6537
Seumas,Deboy,Spring Mountain,7633052529,11596.61,7192
Zackariah,Woliter,Maryland,3860198661,17381.26,8476
Adelaide,Abrahamson,Charleston,8629155571,16165.62,4801
Gradey,Ferrieroi,Durango,5588094038,10725.05,7546
Chane,Bax,Las Vegas,3981574508,7946.63,5243
Amil,Ramble,Blue Diamond,1987922078,9691.16,6186
Kit,Ewins,Desert Inn,2388430298,11193.01,4923
Errol,Pentycross,Blue Diamond,6597588350,16644.84,7024
Isabeau,Boole,Durango,1358238087,9773.41,1084
Allistir,Ackenhead,Durango,5067074410,18129.74,7078
Prisca,Moss,Desert Inn,1132999663,5958.67,4499
Isaiah,Rosenblum,Blue Diamond,6323170037,18321.56,3867
Annalise,Hiddsley,Maryland,7069232940,16922.76,7715
Rahal,Petyt,Paradise,8781980296,19473.78,8806
Raymund,Garvill,Las Vegas,1789091299,7460.65,4645
Kelbee,Phizacklea,Warm Springs,7892109536,5896.05,5274
Ericka,Le Moucheux,Warm Springs,5018530402,18861.49,4471
Karolina,Davis,Flamingo,2329957456,10895.13,3936
Galven,Marjoribanks,Swenson,5430438372,1604.48,2670
Jsandye,Walklate,Las Vegas,9517143064,16747.02,9018
Arnoldo,Nason,Paradise,2915693276,6866.49,2325
Abram,Guitte,Fort Apache,8074944755,7342.88,6819
Rawley,Eloy,Charleston,4159177219,12108.19,4894
Debor,Werlock,Flamingo,8385182178,4033.97,3940
Ame,Hulse,Fort Apache,6670651770,10411.99,3049
Winfield,Veschambes,Flamingo,5600157964,13573.28,8925
Lammond,Kardos,Desert Inn,7450800202,3488.28,8220
Clair,Yakobovitz,Warm Springs,8273950416,8147.41,3632
Antonie,Goolding,Spring Mountain,5559739325,6213.8,3296
Gilligan,Cush,Las Vegas,4949272253,7129.77,1507
Eduardo,Wiszniewski,Spring Mountain,6712295028,17832.84,5705
Natalina,Dolbey,Charleston,9217553477,4908.87,6039
Ferdinanda,McComiskey,Decatur,2135784795,4093.79,2618
Ceil,Imort,Las Vegas,7039849639,8393.79,8458
Danella,Plail,Decatur,4319617603,12707.35,8775
Gan,Rockcliffe,Rainbow,2249650535,15129.56,3208
Cherin,Di Ruggero,Charleston,2190971153,15766.46,9859
Rene,Beentjes,Durango,9378455384,15406.44,3839
Aharon,Wellbelove,Fort Apache,9663177042,10556.01,8147
Sascha,Guillard,Durango,5141748181,6259.18,4515
Felecia,Catling,Swenson,1439219411,16980.85,1393
Karol,Hatton,Maryland,2500297899,1273.56,7327
Gay,Benninger,Flamingo,9551208960,1735.3,3150
Christabel,Tadgell,Fort Apache,9730206999,5278.27,1596
Audra,Dannohl,Charleston,4563715864,14005.96,5626
Valentina,Skirven,Tropicana,9928283092,19647.37,9989
Kerry,O' Dooley,Desert Inn,4762397634,15857.97,3550
Gibb,Franca,Warm Springs,9940345186,17122.78,3287
Chance,Sarge,Rainbow,4421471845,3273.19,6646
Tanya,Fearnyhough,Las Vegas,9596043039,12012.73,7905
Myrtice,Vogele,Paradise,6234625079,14459.59,2767
Abbye,Abelwhite,Flamingo,2715009405,1463.2,4328
Waylen,Ivanishev,Rainbow,1798338695,6095.37,3276
Cad,Santos,Swenson,2384850245,3828.5,2908
Obie,Reynoollds,Decatur,9306742559,19670.45,4132
Edithe,Drewe,Durango,9876728807,7890.17,2200
Emmanuel,Whiteway,Decatur,5494076347,13908.27,1588
Claus,Hounsome,Tropicana,6896065566,14833.47,9034
Rice,Toft,Fort Apache,2479797167,4729.69,3500
Madge,Fansy,Durango,1789575395,10471.97,9292
Ninnetta,Malley,Durango,3346742283,1119.32,9075
Milt,Sixsmith,Blue Diamond,4094085482,11930.88,2103
Constancia,Gerold,Durango,5595475503,11491.05,9520
Chuck,Tithecote,Flamingo,1464572265,5375.91,9677
Paten,Ofield,Charleston,8536798487,18725.51,7242
Sheela,Ferenczy,Flamingo,6104399919,1883.35,6235
Gwennie,Brikner,Las Vegas,8888826762,16636.51,8041
Garner,Grafham,Rainbow,6018880894,19713.06,7184
Sari,Tanman,Desert Inn,2535870035,2115.32,8188
Andrus,Baxstar,Rainbow,4463495112,12527.19,4136
Cobb,Coombs,Maryland,8914036205,4672.33,4148
Benyamin,Cunney,Las Vegas,3391876401,3192.56,3414
Lovell,Salvin,Tropicana,5403643696,9043.31,5390
Christoffer,Enga,Rainbow,6103842035,1905.32,8470
Violetta,Havick,Desert Inn,7176825942,12410.09,6727
Merilee,Dewhirst,Maryland,3422317620,8168.24,5700
Kippy,Emmanuel,Swenson,7490918324,9125.44,1840
Esdras,Lashford,Rainbow,1081020015,18202.37,8084
